[Epoch 1] LR=0.0001, BS=64, train_loss=0.9906, val_loss=1.3004, val_acc=0.4075
[Epoch 3] LR=3e-06, BS=64, train_loss=0.2843, val_loss=0.6203, val_acc=0.7575
[Epoch 4] LR=3e-06, BS=64, train_loss=0.1781, val_loss=0.6552, val_acc=0.7700
[Epoch 5] LR=3e-06, BS=64, train_loss=0.1128, val_loss=0.7457, val_acc=0.7675
[Epoch 6] LR=3e-06, BS=64, train_loss=0.0844, val_loss=0.7066, val_acc=0.7775
[Epoch 7] LR=3e-06, BS=64, train_loss=0.0550, val_loss=0.7495, val_acc=0.7825
[Epoch 8] LR=3e-06, BS=64, train_loss=0.0344, val_loss=0.8282, val_acc=0.7700
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0083, val_loss=0.8833, val_acc=0.5500
[Epoch 2] LR=3e-06, BS=64, train_loss=0.5988, val_loss=0.6423, val_acc=0.7525
[Epoch 3] LR=3e-06, BS=64, train_loss=0.3305, val_loss=0.6812, val_acc=0.7400
[Epoch 4] LR=3e-06, BS=64, train_loss=0.1970, val_loss=0.7196, val_acc=0.7325
[Epoch 5] LR=3e-06, BS=64, train_loss=0.1346, val_loss=0.6987, val_acc=0.7775
[Epoch 6] LR=3e-06, BS=64, train_loss=0.1042, val_loss=0.7438, val_acc=0.7675
[Epoch 7] LR=3e-06, BS=64, train_loss=0.0702, val_loss=0.7279, val_acc=0.7700
[Epoch 8] LR=3e-06, BS=64, train_loss=0.0717, val_loss=1.0933, val_acc=0.7050
[Epoch 1] LR=1e-05, BS=64, train_loss=0.9059, val_loss=0.7086, val_acc=0.6925
[Epoch 2] LR=1e-05, BS=64, train_loss=0.4678, val_loss=0.5974, val_acc=0.7675
[Epoch 3] LR=1e-05, BS=64, train_loss=0.2622, val_loss=0.7277, val_acc=0.7525
[Epoch 4] LR=1e-05, BS=64, train_loss=0.1814, val_loss=0.8500, val_acc=0.7275
[Epoch 5] LR=1e-05, BS=64, train_loss=0.1433, val_loss=0.8225, val_acc=0.7475
[Epoch 1] LR=3e-06, BS=32, train_loss=1.0240, val_loss=0.9020, val_acc=0.6300
[Epoch 2] LR=3e-06, BS=32, train_loss=0.5888, val_loss=0.6151, val_acc=0.7600
[Epoch 3] LR=3e-06, BS=32, train_loss=0.3188, val_loss=0.7683, val_acc=0.6925
[Epoch 4] LR=3e-06, BS=32, train_loss=0.1815, val_loss=0.8018, val_acc=0.7475
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0673, val_loss=1.0012, val_acc=0.6000
[Epoch 2] LR=3e-06, BS=64, train_loss=0.8087, val_loss=0.7580, val_acc=0.7050
[Epoch 3] LR=3e-06, BS=64, train_loss=0.4669, val_loss=0.5960, val_acc=0.7850
[Epoch 1] LR=3e-06, BS=64, train_loss=0.9584, val_loss=0.6919, val_acc=0.7250
[Epoch 2] LR=3e-06, BS=64, train_loss=0.3989, val_loss=0.6285, val_acc=0.7650
[Epoch 3] LR=3e-06, BS=64, train_loss=0.1571, val_loss=0.7346, val_acc=0.7625
[Epoch 4] LR=3e-06, BS=64, train_loss=0.0965, val_loss=0.8184, val_acc=0.7725
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0673, val_loss=1.0012, val_acc=0.6000
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0673, val_loss=1.0012, val_acc=0.6000
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0673, val_loss=1.0012, val_acc=0.6000
[Epoch 2] LR=3e-06, BS=64, train_loss=0.8087, val_loss=0.7580, val_acc=0.7050
[Epoch 3] LR=3e-06, BS=64, train_loss=0.4669, val_loss=0.5960, val_acc=0.7850
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0613, val_loss=0.9565, val_acc=0.7750
[Epoch 2] LR=3e-06, BS=64, train_loss=0.8028, val_loss=0.5992, val_acc=0.8000
[Epoch 3] LR=3e-06, BS=64, train_loss=0.4484, val_loss=0.5432, val_acc=0.7750
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0613, val_loss=0.9565, val_acc=0.7750
[Epoch 2] LR=3e-06, BS=64, train_loss=0.8028, val_loss=0.5992, val_acc=0.8000
[Epoch 3] LR=3e-06, BS=64, train_loss=0.4484, val_loss=0.5432, val_acc=0.7750
仅图像：
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0884, val_loss=1.0599, val_acc=0.4725
[Epoch 2] LR=3e-06, BS=64, train_loss=0.8911, val_loss=0.8671, val_acc=0.6325
[Epoch 3] LR=3e-06, BS=64, train_loss=0.6070, val_loss=0.7609, val_acc=0.6775
[Epoch 4] LR=3e-06, BS=64, train_loss=0.3835, val_loss=0.6857, val_acc=0.7425
[Epoch 5] LR=3e-06, BS=64, train_loss=0.2740, val_loss=0.7605, val_acc=0.7175
[Epoch 6] LR=3e-06, BS=64, train_loss=0.1943, val_loss=0.8508, val_acc=0.7250
[Epoch 7] LR=3e-06, BS=64, train_loss=0.1398, val_loss=0.8820, val_acc=0.7050
[Epoch 8] LR=3e-06, BS=64, train_loss=0.1176, val_loss=0.9517, val_acc=0.7025
[Epoch 9] LR=3e-06, BS=64, train_loss=0.0918, val_loss=0.9516, val_acc=0.7000
[Epoch 10] LR=3e-06, BS=64, train_loss=0.0700, val_loss=0.9756, val_acc=0.7175
仅文本：
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0952, val_loss=1.0745, val_acc=0.3200
[Epoch 2] LR=3e-06, BS=64, train_loss=0.9996, val_loss=0.9288, val_acc=0.5825
[Epoch 3] LR=3e-06, BS=64, train_loss=0.6771, val_loss=0.7521, val_acc=0.6875
[Epoch 4] LR=3e-06, BS=64, train_loss=0.4073, val_loss=0.7841, val_acc=0.7050
[Epoch 5] LR=3e-06, BS=64, train_loss=0.2796, val_loss=0.8993, val_acc=0.6825
[Epoch 6] LR=3e-06, BS=64, train_loss=0.1958, val_loss=0.8710, val_acc=0.7150
[Epoch 7] LR=3e-06, BS=64, train_loss=0.1392, val_loss=0.9714, val_acc=0.7075
[Epoch 8] LR=3e-06, BS=64, train_loss=0.1088, val_loss=0.9985, val_acc=0.7125
[Epoch 9] LR=3e-06, BS=64, train_loss=0.1031, val_loss=1.1119, val_acc=0.7100
[Epoch 10] LR=3e-06, BS=64, train_loss=0.0927, val_loss=1.0954, val_acc=0.7225
多模态深融合：
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0673, val_loss=1.0012, val_acc=0.6000
[Epoch 2] LR=3e-06, BS=64, train_loss=0.8087, val_loss=0.7580, val_acc=0.7050
[Epoch 3] LR=3e-06, BS=64, train_loss=0.4669, val_loss=0.5960, val_acc=0.7850
[Epoch 4] LR=3e-06, BS=64, train_loss=0.2562, val_loss=0.6401, val_acc=0.7550
[Epoch 5] LR=3e-06, BS=64, train_loss=0.1794, val_loss=0.6364, val_acc=0.7825
[Epoch 6] LR=3e-06, BS=64, train_loss=0.1146, val_loss=0.6928, val_acc=0.7700
[Epoch 7] LR=3e-06, BS=64, train_loss=0.0979, val_loss=0.7285, val_acc=0.7800
[Epoch 8] LR=3e-06, BS=64, train_loss=0.0854, val_loss=0.7054, val_acc=0.7850
[Epoch 9] LR=3e-06, BS=64, train_loss=0.0583, val_loss=0.7293, val_acc=0.7875
[Epoch 10] LR=3e-06, BS=64, train_loss=0.0608, val_loss=0.7990, val_acc=0.7750
多模态浅融合：
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0738, val_loss=1.0505, val_acc=0.5975
[Epoch 2] LR=3e-06, BS=64, train_loss=0.9672, val_loss=0.9576, val_acc=0.6150
[Epoch 3] LR=3e-06, BS=64, train_loss=0.7457, val_loss=0.8412, val_acc=0.7275
[Epoch 4] LR=3e-06, BS=64, train_loss=0.5029, val_loss=0.7359, val_acc=0.7650
[Epoch 5] LR=3e-06, BS=64, train_loss=0.3200, val_loss=0.7067, val_acc=0.7625
[Epoch 6] LR=3e-06, BS=64, train_loss=0.1917, val_loss=0.8000, val_acc=0.7075
[Epoch 7] LR=3e-06, BS=64, train_loss=0.1207, val_loss=0.7951, val_acc=0.7175
[Epoch 8] LR=3e-06, BS=64, train_loss=0.0920, val_loss=0.8215, val_acc=0.7425
[Epoch 9] LR=3e-06, BS=64, train_loss=0.0589, val_loss=0.8449, val_acc=0.7400
[Epoch 10] LR=3e-06, BS=64, train_loss=0.0512, val_loss=0.8509, val_acc=0.7625
多模态无注意力：
[Epoch 1] LR=3e-06, BS=64, train_loss=1.0360, val_loss=0.9871, val_acc=0.6750
[Epoch 2] LR=3e-06, BS=64, train_loss=0.8470, val_loss=0.8278, val_acc=0.7250
[Epoch 3] LR=3e-06, BS=64, train_loss=0.5582, val_loss=0.6510, val_acc=0.7600
[Epoch 4] LR=3e-06, BS=64, train_loss=0.3035, val_loss=0.6570, val_acc=0.7450
[Epoch 5] LR=3e-06, BS=64, train_loss=0.1806, val_loss=0.6630, val_acc=0.7350
[Epoch 6] LR=3e-06, BS=64, train_loss=0.1162, val_loss=0.6765, val_acc=0.7275
[Epoch 7] LR=3e-06, BS=64, train_loss=0.0822, val_loss=0.6019, val_acc=0.7450
[Epoch 8] LR=3e-06, BS=64, train_loss=0.0573, val_loss=0.6455, val_acc=0.7450
[Epoch 9] LR=3e-06, BS=64, train_loss=0.0432, val_loss=0.7158, val_acc=0.7650
[Epoch 10] LR=3e-06, BS=64, train_loss=0.0444, val_loss=0.6905, val_acc=0.7375
